,,,,,"Normalized abundance",,,"Raw abundance",,
"AT3G53340.1","8","8","449.64","| Symbols: NF-YB10 | nuclear factor Y, subunit B10 | chr3:19774667-19775991 REVERSE LENGTH=176","28439091.3012497","19715705.5820859","507865.153948337","57496444.6881543","19715705.5820859","2004789.40314854"
"AT3G53500.1","5","5","140.82","| Symbols: RSZ32, RS2Z32, At-RS2Z | RNA-binding (RRM/RBD/RNP motifs) family protein with retrovirus zinc finger-like domain | chr3:19834557-19835896 REVERSE LENGTH=243","776528.690579866","278979.995733693","75976555.4401035","1569939.01224714","278979.995733693","299916212.108425"
"AT3G53520.3","2","2","68.1","| Symbols: UXS1, ATUXS1 | UDP-glucuronic acid decarboxylase 1 | chr3:19841635-19843520 FORWARD LENGTH=354","2237219.2150079","856424.273010852","84636.843924608","4523075.28002223","856424.273010852","334102.55950195"
"AT3G53540.1","4","3","132.75","| Symbols:  | unknown protein; LOCATED IN: plasma membrane; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF3741 (InterPro:IPR022212); BEST Arabidopsis thaliana protei","100625.868634137","435556.660043416","38071.6267297339","203439.330351103","435556.660043416","150287.124909069"
"AT3G53710.1","4","4","219.56","| Symbols: AGD6 | ARF-GAP domain 6 | chr3:19903730-19905419 REVERSE LENGTH=459","21856175.693248","7842683.85826138","1001496.02033782","44187501.7569986","7842683.85826138","3953389.18856587"
"AT3G53930.2","2","2","40.1","| Symbols:  | Protein kinase superfamily protein | chr3:19966541-19970580 FORWARD LENGTH=712","748502.258375108","67402.6806335324","232.907636839624","1513276.85690618","67402.6806335324","919.399093673488"
"AT3G53970.1","1","1","42.75","| Symbols:  | proteasome inhibitor-related | chr3:19985208-19987132 FORWARD LENGTH=302","1986.68920661953","11622.9863222274","488548.859820215","4016.56877397954","11622.9863222274","1928538.64746055"
"AT3G54200.1","2","2","58.46","| Symbols:  | Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family | chr3:20065731-20066438 FORWARD LENGTH=235","32953.9654768773","675.302843965905","96466.527287304","66624.3458071869","675.302843965905","380800.041429501"
"AT3G54540.1","3","3","152.8","| Symbols: ATGCN4, GCN4 | general control non-repressible 4 | chr3:20190393-20192564 FORWARD LENGTH=723","121409.159758534","608960.767828531","5529912.10686933","245457.738601694","608960.767828531","21829237.7533785"
"AT3G54610.1","5","5","149.66","| Symbols: HAT1, GCN5, HAG1, HAC3, HAG01, BGT | histone acetyltransferase of the GNAT family 1 | chr3:20213593-20217375 FORWARD LENGTH=568","4616985.25938103","4459383.66863795","1176029.26742536","9334343.16800268","4459383.66863795","4642356.3317887"
"AT3G54710.1","1","1","53.12","| Symbols: ATCDT1B, CDT1B, CDT1 | homolog of yeast CDT1 B homolog of yeast CDT1 B | chr3:20251885-20254031 FORWARD LENGTH=486","100315.904583374","6236.21859639572","42111.6123078071","202812.663672087","6236.21859639572","166234.90201649"
"AT3G54760.1","3","3","97.96","| Symbols:  | dentin sialophosphoprotein-related | chr3:20269659-20272037 REVERSE LENGTH=792","888334.108567392","596360.197431301","468333.860642377","1795980.48323019","596360.197431301","1848740.26826222"
"AT3G55000.1","1","1","30.82","| Symbols: TON1A, TON1 | tonneau family protein | chr3:20381612-20383577 FORWARD LENGTH=260","572037.639615707","0","0","1156511.3019016","0","0"
"AT3G55005.1","3","3","159.81","| Symbols: TON1B | tonneau 1b (TON1b) | chr3:20384131-20386193 FORWARD LENGTH=257","1056061.87289996","2502353.99039469","4158758.43607692","2135082.39132074","2502353.99039469","16416631.0251515"
"AT3G55020.1","3","3","235.41","| Symbols:  | Ypt/Rab-GAP domain of gyp1p superfamily protein | chr3:20389278-20394713 REVERSE LENGTH=777","4312495.96437804","10248943.4815535","3956158.81453291","8718745.0209724","10248943.4815535","15616872.3270097"
"AT3G55270.1","3","2","95.41","| Symbols: MKP1, ATMKP1 | mitogen-activated protein kinase phosphatase 1 | chr3:20496775-20499408 FORWARD LENGTH=784","2109090.48041015","1409142.2259042","81697.6512180003","4264032.30907332","1409142.2259042","322500.144281673"
"AT3G55320.1","4","4","90.79","| Symbols: PGP20 | P-glycoprotein  20 | chr3:20507391-20513393 REVERSE LENGTH=1408","1031564.42884285","1005930.48004086","262452.62454973","2085554.93201092","1005930.48004086","1036027.4502695"
"AT3G55440.1","3","3","98.03","| Symbols: ATCTIMC, TPI, CYTOTPI | triosephosphate isomerase | chr3:20553794-20556078 FORWARD LENGTH=254","206520.944642488","1204516.06661064","93.3711498600475","417531.627322437","1204516.06661064","368.581089574536"
"AT3G55460.1;AT5G07770.1","22","21","914.3","| Symbols: SCL30, At-SCL30 | SC35-like splicing factor 30 | chr3:20561024-20563502 FORWARD LENGTH=262","47430643.5117643","136397093.29203","92122948.8675271","95892422.943833","136397093.29203","363653836.536304"
"AT3G55560.1","5","5","209.88","| Symbols: AGF2, AHL15 | AT-hook protein of GA feedback 2 | chr3:20604904-20605836 REVERSE LENGTH=310","343622.897302884","410517.981932445","1339780.69649353","694716.110971183","410517.981932445","5288762.42441796"
"AT3G55600.1;AT1G54110.1","4","4","105.97","| Symbols:  | Membrane fusion protein Use1 | chr3:20620682-20622341 FORWARD LENGTH=240","949384.348421015","1024864.90996622","605879.519629238","1919408.1870819","1024864.90996622","2391699.51136476"
"AT3G55610.1","2","2","104.65","| Symbols: P5CS2 | delta 1-pyrroline-5-carboxylate synthase 2 | chr3:20624278-20628989 REVERSE LENGTH=726","2874779.79049354","515069.350955621","137554.290766296","5812056.91362832","515069.350955621","542993.316910921"
"AT3G55980.1","1","1","70.4","| Symbols: SZF1, ATSZF1 | salt-inducible zinc finger 1 | chr3:20776857-20778599 FORWARD LENGTH=580","508451.469660537","120262.750525995","9086.16669351196","1027956.6070616","120262.750525995","35867.4946701443"
"AT3G56150.1","9","9","542.21","| Symbols: EIF3C, ATEIF3C-1, EIF3C-1, ATTIF3C1, TIF3C1 | eukaryotic translation initiation factor 3C | chr3:20833790-20836820 REVERSE LENGTH=900","36987396.6958728","146936613.639189","236604547.508088","74778894.5067179","146936613.639189","933992588.176708"
"AT3G56850.1","5","3","218.5","| Symbols: AREB3, DPBF3 | ABA-responsive element binding protein 3 | chr3:21046554-21047894 REVERSE LENGTH=297","445466.673919193","333066.810228582","44.5031539660382","900617.734445172","333066.810228582","175.675473664959"
"AT3G56860.1","1","1","42.25","| Symbols: UBA2A | UBP1-associated protein 2A | chr3:21050708-21052144 REVERSE LENGTH=478","404287.125434393","68917.2195292281","6006.47864882466","817363.39953485","68917.2195292281","23710.4763967063"
"AT3G56990.1","3","3","137.16","| Symbols: EDA7 | embryo sac development arrest 7 | chr3:21088358-21091976 REVERSE LENGTH=711","668533.710478025","393889.092067348","3106266.43405514","1351601.25545141","393889.092067348","12261936.0315145"
"AT3G57060.2","2","2","85.89","| Symbols:  | binding | chr3:21115078-21121051 REVERSE LENGTH=1415","149785.329772107","129081.563344256","1297168.72067652","302826.972814018","129081.563344256","5120552.34561847"
"AT3G57150.1","24","24","1005.14","| Symbols: NAP57, AtNAP57, CBF5, AtCBF5 | homologue of NAP57 | chr3:21154255-21155952 REVERSE LENGTH=565","5019660.23720225","3783256.36289685","9855087.98569149","10148447.2244352","3783256.36289685","38902798.9166208"
"AT3G57330.1","2","1","79.88","| Symbols: ACA11 | autoinhibited Ca2+-ATPase 11 | chr3:21211655-21216375 REVERSE LENGTH=1025","904812.911146538","192549.699157687","46401.3192442931","1829296.33537829","192549.699157687","183168.450108972"
"AT3G57410.1","4","4","140.25","| Symbols: VLN3, ATVLN3 | villin 3 | chr3:21243615-21249809 REVERSE LENGTH=965","26217.8655730667","13759.3394709882","3928249.51997766","53005.7040780712","13759.3394709882","15506700.842436"
"AT3G57660.1","3","3","137.41","| Symbols: NRPA1 | nuclear RNA polymerase A1 | chr3:21353746-21362814 FORWARD LENGTH=1670","1618103.54236022","537506.173763735","175887.002797965","3271384.44184158","537506.173763735","694311.071786565"
"AT3G58460.1","3","3","150.47","| Symbols: ATRBL15, RBL15 | RHOMBOID-like protein 15 | chr3:21623374-21626348 REVERSE LENGTH=403","777558.912557424","382991.398236454","102194.531897269","1572021.85309186","382991.398236454","403411.246104536"
"AT3G58610.1","3","2","47.94","| Symbols:  | ketol-acid reductoisomerase | chr3:21671561-21674639 FORWARD LENGTH=591","31534.5351122339","370689.018705964","231302.484217367","63754.6268494008","370689.018705964","913062.779904921"
"AT3G58630.1","4","4","135.07","| Symbols:  | sequence-specific DNA binding transcription factors | chr3:21683928-21685771 REVERSE LENGTH=321","2119516.48737413","3644065.48256435","1253204.45577531","4285110.98301452","3644065.48256435","4947004.12773832"
"AT3G58640.1","8","8","251.57","| Symbols:  | Mitogen activated protein kinase kinase kinase-related | chr3:21687153-21692675 REVERSE LENGTH=809","3372275.98466019","10173766.8837579","937003.529981359","6817864.80346104","10173766.8837579","3698806.13587145"
"AT3G58660.1","1","1","56.92","| Symbols:  | Ribosomal protein L1p/L10e family | chr3:21701574-21702914 FORWARD LENGTH=446","83610.8625519204","0","13.6077765139082","169039.414203579","0","53.716475610516"
"AT3G58690.1","4","4","89.7","| Symbols:  | Protein kinase superfamily protein | chr3:21709369-21711246 FORWARD LENGTH=400","117222.813984071","1067544.90672048","181793.704502214","236994.036449004","1067544.90672048","717627.680323646"
"AT3G58730.1","1","1","29.17","| Symbols:  | vacuolar ATP synthase subunit D (VATD) / V-ATPase D subunit / vacuolar proton pump D subunit (VATPD) | chr3:21718495-21719280 REVERSE LENGTH=261","831032.538964625","119767.398264397","7312.01633507341","1680131.61547592","119767.398264397","28864.0650972786"
"AT3G59290.1","6","5","359.7","| Symbols:  | ENTH/VHS family protein | chr3:21912796-21917474 FORWARD LENGTH=1024","748840.56753623","440377.625852459","460246.245713441","1513960.83002486","440377.625852459","1816814.5403791"
"AT3G59550.1","3","3","63.51","| Symbols: SYN3, ATRAD21.2, ATSYN3 | Rad21/Rec8-like family protein | chr3:21997262-22000496 FORWARD LENGTH=693","252191.184971036","13482.7008068187","9883.29883616554","509864.972967335","13482.7008068187","39014.1607882603"
"AT3G60190.1","1","1","165.99","| Symbols: ADL4, ADLP2, EDR3, DRP1E, ADL1E, DL1E | DYNAMIN-like 1E | chr3:22244367-22247651 REVERSE LENGTH=624","1363926.0093831","382144.02027235","29719.4354390827","2757503.58991899","382144.02027235","117316.986157887"
"AT3G60240.4","2","2","170.22","| Symbols: EIF4G, CUM2 | eukaryotic translation initiation factor 4G | chr3:22261842-22268295 FORWARD LENGTH=1727","6489971.00063873","1957196.79085265","742128.367141709","13121033.1129516","1957196.79085265","2929539.61234556"
"AT3G60320.1","3","3","97.39","| Symbols:  | Protein of unknown function (DUF630 and DUF632) | chr3:22292073-22295228 REVERSE LENGTH=796","6809363.17458613","13762887.3471187","214348.157416632","13766761.004489","13762887.3471187","846135.851677262"
"AT3G60380.1","11","10","341.35","| Symbols:  | FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match i","315111.465304769","1026377.78470776","3048335.77825063","637073.41221211","1026377.78470776","12033255.7135769"
"AT3G60450.1","4","4","204.73","| Symbols:  | Phosphoglycerate mutase family protein | chr3:22340982-22342187 FORWARD LENGTH=274","4739825.42813488","10777229.5864613","878906.127971714","9582694.0345414","10777229.5864613","3469467.5900116"
"AT3G60600.1;AT3G60600.3","12","12","569.08","| Symbols: VAP27-1, VAP, (AT)VAP, VAP27 | vesicle associated protein | chr3:22400537-22402408 FORWARD LENGTH=256","17485134.8834826","40316770.3017419","22859506.3487611","35350394.2880515","40316770.3017419","90237528.0779057"
"AT3G60750.1","5","3","150.03","| Symbols:  | Transketolase | chr3:22454004-22456824 FORWARD LENGTH=741","313960.353235382","2324745.7038634","119902.155131534","634746.163049108","2324745.7038634","473311.799704267"
"AT3G60840.1","1","1","43.43","| Symbols: MAP65-4 | microtubule-associated protein 65-4 | chr3:22477573-22480463 REVERSE LENGTH=648","56689.4127549097","6634.57037353334","121103.132060657","114611.245849595","6634.57037353334","478052.63652328"
"AT3G61050.1","2","2","105.81","| Symbols: NTMC2TYPE4, NTMC2T4 | Calcium-dependent lipid-binding (CaLB domain) family protein | chr3:22597485-22600932 FORWARD LENGTH=510","357248.175476855","243597.168675458","1240363.23686941","722262.879065563","243597.168675458","4896313.62576958"
"AT3G61130.1","1","1","26.37","| Symbols: GAUT1, LGT1 | galacturonosyltransferase 1 | chr3:22622399-22625514 FORWARD LENGTH=673","2849932.08102645","99649.2209648306","334.805264528819","5761821.30877484","99649.2209648306","1321.63831526429"
"AT3G61600.1","1","1","56.33","| Symbols: ATPOB1, POB1 | POZ/BTB containin G-protein 1 | chr3:22795704-22797953 FORWARD LENGTH=561","277538.705962638","88018.1770468","0","561111.066706321","88018.1770468","0"
"AT3G61670.1","7","6","133.57","| Symbols:  | Protein of unknown function (DUF3133) | chr3:22819052-22821870 FORWARD LENGTH=790","652839.846289082","1152726.01120807","1343529.82561839","1319872.34454055","1152726.01120807","5303562.0504252"
"AT3G61690.1","9","9","361.08","| Symbols:  | nucleotidyltransferases | chr3:22828349-22833477 FORWARD LENGTH=1303","2516040.39990249","3217638.11769956","117460.12007212","5086779.18551491","3217638.11769956","463671.906179047"
"AT3G61860.1","7","6","252.59","| Symbols: ATRSP31, RSP31, At-RS31, RS31 | RNA-binding (RRM/RBD/RNP motifs) family protein | chr3:22900311-22902159 REVERSE LENGTH=264","93427345.3551578","236645062.218328","56330971.492915","188885788.8486","236645062.218328","222365590.236078"
"AT3G62010.1","1","1","74.56","| Symbols:  | unknown protein; LOCATED IN: cellular_component unknown; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 15 growth stages; Has 553 Blast hits to 216 proteins in 93 species: Archae - 0; Bacteria - 124; Metazoa - 193; Fungi - 58; Pl","26032.9960757082","9026.347365975","2244160.1164682","52631.9460449188","9026.347365975","8858785.41870133"
"AT3G62070.1","1","1","17.03","| Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT2G46940.1); Has 137 Blast hits to 135 proteins in 12 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 137; Viruses - 0; Other Eukar","474634.472811442","193204.534844979","523.06857884154","959587.436322029","193204.534844979","2064.80467468371"
"AT3G62220.1","1","1","28.93","| Symbols:  | Protein kinase superfamily protein | chr3:23029276-23030864 REVERSE LENGTH=361","225585.289500084","0","5427.62326791032","456074.773374804","0","21425.4542316876"
"AT3G62240.1","3","3","90.28","| Symbols:  | RING/U-box superfamily protein | chr3:23033592-23036653 REVERSE LENGTH=812","3799006.03028887","1482347.8617841","20375.0723980471","7680601.94950286","1482347.8617841","80430.26562154"
"AT3G62270.1","2","2","47.53","| Symbols:  | HCO3- transporter family | chr3:23042528-23045633 REVERSE LENGTH=703","337651.054782286","526161.32686493","26533.4513507469","682642.59886298","526161.32686493","104740.365987673"
"AT3G62330.1","3","3","89.24","| Symbols:  | Zinc knuckle (CCHC-type) family protein | chr3:23063329-23065419 REVERSE LENGTH=479","361132.085210143","727577.955355002","1194310.79574453","730115.134216344","727577.955355002","4714522.36634077"
"AT3G62870.1","3","2","72.86","| Symbols:  | Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein | chr3:23242862-23244273 REVERSE LENGTH=256","5812.80280929985","246984.054107733","1588.36604567223","11751.9751833059","246984.054107733","6270.04903157535"
"AT3G62900.1","2","2","51.69","| Symbols:  | CW-type Zinc Finger | chr3:23248868-23254810 REVERSE LENGTH=1465","246198.558968733","496684.791253544","0","497749.442065577","496684.791253544","0"
"AT3G63000.1","1","1","31.68","| Symbols: NPL41 | NPL4-like protein 1 | chr3:23283836-23285357 FORWARD LENGTH=413","922012.088110549","130992.343931861","200886.362548574","1864068.59714003","130992.343931861","792995.636230254"
