Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides 100	Peptides 100 (2)	Peptides 250-1	Peptides 250-2	Razor + unique peptides 100	Razor + unique peptides 100 (2)	Razor + unique peptides 250-1	Razor + unique peptides 250-2	Unique peptides 100	Unique peptides 100 (2)	Unique peptides 250-1	Unique peptides 250-2	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Identification type 100	Identification type 100 (2)	Identification type 250-1	Identification type 250-2	Sequence coverage 100 [%]	Sequence coverage 100 (2) [%]	Sequence coverage 250-1 [%]	Sequence coverage 250-2 [%]	Intensity	Intensity 100	Intensity 100 (2)	Intensity 250-1	Intensity 250-2	LFQ intensity 100	LFQ intensity 100 (2)	LFQ intensity 250-1	LFQ intensity 250-2	MS/MS Count 100	MS/MS Count 100 (2)	MS/MS Count 250-1	MS/MS Count 250-2	MS/MS Count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Phospho (STY) site IDs	Oxidation (M) site positions	Phospho (STY) site positions
tr|A0A178UC62|A0A178UC62_ARATH;tr|Q9LFP8|Q9LFP8_ARATH;tr|Q93YV1|Q93YV1_ARATH;tr|Q84WW3|Q84WW3_ARATH;tr|F4K8B7|F4K8B7_ARATH	tr|A0A178UC62|A0A178UC62_ARATH;tr|Q9LFP8|Q9LFP8_ARATH;tr|Q93YV1|Q93YV1_ARATH;tr|Q84WW3|Q84WW3_ARATH;tr|F4K8B7|F4K8B7_ARATH	4;4;4;4;4	4;4;4;4;4	3;3;3;3;3	>tr|A0A178UC62|A0A178UC62_ARATH Uncharacterized protein OS=Arabidopsis thaliana GN=AXX17_At5g14560 PE=3 SV=1;>tr|Q9LFP8|Q9LFP8_ARATH Putative uncharacterized protein F2G14_190 OS=Arabidopsis thaliana GN=F2G14_190 PE=3 SV=1;>tr|Q93YV1|Q93YV1_ARATH Putative 	5	4	4	3	1	3	2	2	1	3	2	2	0	3	2	1	4.9	4.9	2.7	82.867	735	735;1030;1049;1049;1059	0	71.221	By MS/MS	By MS/MS	By MS/MS	By MS/MS	2.2	2.7	2.7	4.6	405800000	21062000	90069000	284670000	10008000	0	60910000	464680000	0	2	5	4	1	12				1583	322;3608;4231;4232	True;True;True;True	389;390;4449;5215;5216;5217	987;988;989;990;11879;11880;11881;13925;13926;13927;13928;13929;13930;13931	909;910;911;912;10854;10855;12733;12734;12735;12736;12737;12738;12739	909;10854;12733;12737		3688;3689;3690;3691		37;116;119;121
tr|A0A178UDG8|A0A178UDG8_ARATH;tr|A0A178UC91|A0A178UC91_ARATH	tr|A0A178UDG8|A0A178UDG8_ARATH;tr|A0A178UC91|A0A178UC91_ARATH	1;1	1;1	1;1	>tr|A0A178UDG8|A0A178UDG8_ARATH Uncharacterized protein OS=Arabidopsis thaliana GN=AXX17_At5g02860 PE=4 SV=1;>tr|A0A178UC91|A0A178UC91_ARATH Uncharacterized protein OS=Arabidopsis thaliana GN=AXX17_At5g02860 PE=4 SV=1	2	1	1	1	0	1	1	0	0	1	1	0	0	1	1	0	5.2	5.2	5.2	52.817	466	466;501	0	53.362	By matching	By MS/MS	By MS/MS	By matching	0	5.2	5.2	0	71799000	0	19660000	52138000	0	0	0	95724000	0	0	1	1	0	2				1584	5784	True	7170	19533;19534;19535;19536	17860;17861;17862	17862		3692;3693;3694		116;118;122
tr|Q9FJL9|Q9FJL9_ARATH;tr|A0A178UCG5|A0A178UCG5_ARATH	tr|Q9FJL9|Q9FJL9_ARATH;tr|A0A178UCG5|A0A178UCG5_ARATH	1;1	1;1	1;1	>tr|Q9FJL9|Q9FJL9_ARATH At5g57970 OS=Arabidopsis thaliana GN=At5g57970 PE=2 SV=1;>tr|A0A178UCG5|A0A178UCG5_ARATH Uncharacterized protein OS=Arabidopsis thaliana GN=AXX17_At5g57280 PE=4 SV=1	2	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	2	2	2	38.649	347	347;347	0.0037068	6.044	By MS/MS	By matching	By matching	By matching	2	0	0	0	4683700	4683700	0	0	0	7611800	0	0	0	1	0	0	0	1				1585	5206	True	6446	17328	15841	15841		3695		122
tr|Q9LFT2|Q9LFT2_ARATH;tr|A0A178UCG8|A0A178UCG8_ARATH	tr|Q9LFT2|Q9LFT2_ARATH;tr|A0A178UCG8|A0A178UCG8_ARATH	1;1	1;1	1;1	>tr|Q9LFT2|Q9LFT2_ARATH At5g15880 OS=Arabidopsis thaliana GN=F1N13_20 PE=2 SV=1;>tr|A0A178UCG8|A0A178UCG8_ARATH Uncharacterized protein OS=Arabidopsis thaliana GN=AXX17_At5g15450 PE=4 SV=1	2	1	1	1	0	1	1	0	0	1	1	0	0	1	1	0	7.5	7.5	7.5	39.569	348	348;348	0	7.2561	By matching	By MS/MS	By MS/MS	By matching	0	7.5	7.5	0	65091000	0	44991000	20100000	0	0	0	38109000	0	0	1	1	0	2				1586	5400	True	6693;6694	18098;18099	16568;16569	16568		3696;7267		292;294
tr|Q9M010|Q9M010_ARATH;tr|F4K9G6|F4K9G6_ARATH;tr|A0A178UCI6|A0A178UCI6_ARATH	tr|Q9M010|Q9M010_ARATH;tr|F4K9G6|F4K9G6_ARATH;tr|A0A178UCI6|A0A178UCI6_ARATH	1;1;1	1;1;1	1;1;1	>tr|Q9M010|Q9M010_ARATH Putative uncharacterized protein F7A7_180 OS=Arabidopsis thaliana GN=F7A7_180 PE=4 SV=1;>tr|F4K9G6|F4K9G6_ARATH Uncharacterized protein OS=Arabidopsis thaliana GN=At5g01660 PE=4 SV=1;>tr|A0A178UCI6|A0A178UCI6_ARATH Uncharacterized p	3	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	2.7	2.7	2.7	68.579	621	621;656;656	0	7.9614	By matching	By MS/MS	By matching	By matching	0	2.7	0	0	10370000	0	10370000	0	0	0	10370000	0	0	0	1	0	0	1				1587	3308	True	4073	10836	9917	9917		3697		243
tr|Q9FKN6|Q9FKN6_ARATH;tr|O22281|O22281_ARATH;tr|C0Z3G2|C0Z3G2_ARATH;tr|A0A178UCJ0|A0A178UCJ0_ARATH	tr|Q9FKN6|Q9FKN6_ARATH;tr|O22281|O22281_ARATH;tr|C0Z3G2|C0Z3G2_ARATH;tr|A0A178UCJ0|A0A178UCJ0_ARATH	1;1;1;1	1;1;1;1	1;1;1;1	>tr|Q9FKN6|Q9FKN6_ARATH Microfibril-associated protein-like OS=Arabidopsis thaliana GN=At5g17900 PE=2 SV=1;>tr|O22281|O22281_ARATH Microfibrillar-associated protein-like protein OS=Arabidopsis thaliana GN=T3F12.11 PE=4 SV=1;>tr|C0Z3G2|C0Z3G2_ARATH AT4G0858	4	1	1	1	1	1	0	1	1	1	0	1	1	1	0	1	2.3	2.3	2.3	51.257	435	435;435;435;435	0.00089807	6.8601	By MS/MS	By matching	By matching	By MS/MS	2.3	2.3	0	2.3	36591000	7926700	19063000	0	9601800	0	0	0	20639000	2	0	0	2	4				1588	586	True	708	1778;1779;1780;1781;1782	1629;1630;1631;1632	1630		3698;7268		355;358
tr|A0A178UCV9|A0A178UCV9_ARATH;tr|Q9FYM9|Q9FYM9_ARATH;tr|Q940Q0|Q940Q0_ARATH;tr|Q9LYW7|Q9LYW7_ARATH;tr|F4KF77|F4KF77_ARATH	tr|A0A178UCV9|A0A178UCV9_ARATH;tr|Q9FYM9|Q9FYM9_ARATH;tr|Q940Q0|Q940Q0_ARATH;tr|Q9LYW7|Q9LYW7_ARATH;tr|F4KF77|F4KF77_ARATH	1;1;1;1;1	1;1;1;1;1	1;1;1;1;1	>tr|A0A178UCV9|A0A178UCV9_ARATH Uncharacterized protein OS=Arabidopsis thaliana GN=AXX17_At5g02370 PE=4 SV=1;>tr|Q9FYM9|Q9FYM9_ARATH Arabidopsis thaliana genomic DNA, chromosome 5, P1 clone:MOK16 OS=Arabidopsis thaliana PE=4 SV=1;>tr|Q940Q0|Q940Q0_ARATH AT	5	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	1.9	1.9	1.9	48.763	431	431;460;462;464;466	0.0037052	6.0415	By MS/MS	By matching	By matching	By matching	1.9	0	0	0	2125600	2125600	0	0	0	3454500	0	0	0	1	0	0	0	1				1589	5118	True	6336	17015	15552	15552		3699		156
tr|A0A178UCY1|A0A178UCY1_ARATH;tr|Q9FGD5|Q9FGD5_ARATH	tr|A0A178UCY1|A0A178UCY1_ARATH;tr|Q9FGD5|Q9FGD5_ARATH	1;1	1;1	1;1	>tr|A0A178UCY1|A0A178UCY1_ARATH Uncharacterized protein OS=Arabidopsis thaliana GN=AXX17_At5g66990 PE=4 SV=1;>tr|Q9FGD5|Q9FGD5_ARATH Catalytic/ pyridoxal phosphate binding protein OS=Arabidopsis thaliana GN=At5g66950 PE=4 SV=1	2	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	1.4	1.4	1.4	97.102	869	869;870	0.00089767	6.8558	By MS/MS	By matching	By matching	By matching	1.4	0	0	0	8225600	8225600	0	0	0	13368000	0	0	0	1	0	0	0	1				1590	2807	True	3452	9238	8519	8519		3700		649
tr|Q8VZG6|Q8VZG6_ARATH;tr|F4K521|F4K521_ARATH;tr|A0A178UD00|A0A178UD00_ARATH;tr|A0A178UDI8|A0A178UDI8_ARATH;tr|Q9FH52|Q9FH52_ARATH;tr|F4K518|F4K518_ARATH	tr|Q8VZG6|Q8VZG6_ARATH;tr|F4K521|F4K521_ARATH;tr|A0A178UD00|A0A178UD00_ARATH;tr|A0A178UDI8|A0A178UDI8_ARATH;tr|Q9FH52|Q9FH52_ARATH;tr|F4K518|F4K518_ARATH	1;1;1;1;1;1	1;1;1;1;1;1	1;1;1;1;1;1	>tr|Q8VZG6|Q8VZG6_ARATH AT5g61910/k22g18_30 OS=Arabidopsis thaliana GN=At5g61910 PE=2 SV=1;>tr|F4K521|F4K521_ARATH Development and Cell Death domain-containing protein OS=Arabidopsis thaliana GN=At5g61910 PE=4 SV=1;>tr|A0A178UD00|A0A178UD00_ARATH Uncharact	6	1	1	1	1	1	0	0	1	1	0	0	1	1	0	0	3.5	3.5	3.5	80.519	738	738;742;749;767;776;1346	0	11.576	By MS/MS	By MS/MS	By matching	By matching	3.5	3.5	0	0	26000000	8095300	17904000	0	0	0	17904000	0	0	1	1	0	0	2				1591	2627	True	3235	8638;8639	7974;7975	7974		3701;7269		342;344
tr|Q8RXZ1|Q8RXZ1_ARATH;tr|Q9FM05|Q9FM05_ARATH;tr|A0A178UD12|A0A178UD12_ARATH	tr|Q8RXZ1|Q8RXZ1_ARATH;tr|Q9FM05|Q9FM05_ARATH;tr|A0A178UD12|A0A178UD12_ARATH	1;1;1	1;1;1	1;1;1	>tr|Q8RXZ1|Q8RXZ1_ARATH Putative uncharacterized protein At5g62910 (Fragment) OS=Arabidopsis thaliana GN=At5g62910 PE=2 SV=1;>tr|Q9FM05|Q9FM05_ARATH At5g62910 OS=Arabidopsis thaliana GN=At5g62910 PE=2 SV=1;>tr|A0A178UD12|A0A178UD12_ARATH Uncharacterized pr	3	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	4.1	4.1	4.1	24.236	222	222;327;327	0.004085	5.9558	By matching	By MS/MS	By matching	By matching	0	4.1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1				1592	3638	True	4483	11955	10922	10922		3702		130
tr|A0A178UD25|A0A178UD25_ARATH;tr|Q9LF02|Q9LF02_ARATH	tr|A0A178UD25|A0A178UD25_ARATH;tr|Q9LF02|Q9LF02_ARATH	4;4	4;4	4;4	>tr|A0A178UD25|A0A178UD25_ARATH ELF9 OS=Arabidopsis thaliana GN=AXX17_At5g15850 PE=4 SV=1;>tr|Q9LF02|Q9LF02_ARATH At5g16260 OS=Arabidopsis thaliana GN=T21H19_180 PE=1 SV=1	2	4	4	4	3	3	3	1	3	3	3	1	3	3	3	1	7.6	7.6	7.6	57.439	516	516;519	0	108.7	By MS/MS	By MS/MS	By MS/MS	By MS/MS	7	7	4.5	3.9	1584600000	135640000	1186700000	227570000	34654000	268790000	1088000000	407690000	151550000	6	5	5	2	18				1593	407;408;409;3247	True;True;True;True	491;492;493;494;3997	1231;1232;1233;1234;1235;1236;1237;1238;1239;1240;1241;1242;1243;1244;1245;10639;10640	1137;1138;1139;1140;1141;1142;1143;1144;1145;1146;1147;1148;1149;1150;1151;1152;1153;9741	1139;1141;1153;9741		3703;3704;7270		139;153;162
tr|Q9FFY4|Q9FFY4_ARATH;tr|Q8L8U5|Q8L8U5_ARATH;tr|A0A178UD36|A0A178UD36_ARATH	tr|Q9FFY4|Q9FFY4_ARATH;tr|Q8L8U5|Q8L8U5_ARATH;tr|A0A178UD36|A0A178UD36_ARATH	2;2;2	2;2;2	2;2;2	>tr|Q9FFY4|Q9FFY4_ARATH At5g13890 OS=Arabidopsis thaliana GN=At5g13890 PE=2 SV=1;>tr|Q8L8U5|Q8L8U5_ARATH Putative uncharacterized protein OS=Arabidopsis thaliana PE=2 SV=1;>tr|A0A178UD36|A0A178UD36_ARATH Uncharacterized protein OS=Arabidopsis thaliana GN=A	3	2	2	2	2	2	1	2	2	2	1	2	2	2	1	2	6.8	6.8	6.8	33.923	310	310;310;310	0	40.754	By MS/MS	By MS/MS	By MS/MS	By MS/MS	6.8	6.8	6.8	6.8	111560000	61657000	13652000	13070000	23181000	100270000	0	0	55450000	3	2	1	2	8				1594	3936;5317	True;True	4844;4845;4846;6591	12837;12838;12839;12840;12841;17759;17760;17761;17762	11752;11753;11754;11755;11756;16244;16245;16246	11753;16245	419	3705;3706;7271	302	284;286;297
tr|A0A178UDN7|A0A178UDN7_ARATH;tr|Q9FF70|Q9FF70_ARATH;tr|Q9FF68|Q9FF68_ARATH	tr|A0A178UDN7|A0A178UDN7_ARATH	6;1;1	6;1;1	6;1;1	>tr|A0A178UDN7|A0A178UDN7_ARATH Uncharacterized protein OS=Arabidopsis thaliana GN=AXX17_At5g04520 PE=4 SV=1	3	6	6	6	2	5	2	2	2	5	2	2	2	5	2	2	27.3	27.3	27.3	19.629	172	172;171;172	0	86.507	By MS/MS	By MS/MS	By MS/MS	By MS/MS	12.2	22.1	12.2	11	852360000	221980000	461450000	158430000	10506000	224980000	268850000	353620000	0	3	6	3	1	13				1595	1300;2772;3088;4120;4121;4122	True;True;True;True;True;True	1589;3408;3801;5086;5087;5088;5089	4096;9092;9093;10162;13588;13589;13590;13591;13592;13593;13594;13595;13596	3717;8388;8389;9316;12433;12434;12435;12436;12437;12438;12439;12440;12441	3717;8389;9316;12433;12436;12441	420	3707;3708;3709;3710;3711;3712	1	10;13;14;25;36;43
tr|A0A178UDP3|A0A178UDP3_ARATH	tr|A0A178UDP3|A0A178UDP3_ARATH	1	1	1	>tr|A0A178UDP3|A0A178UDP3_ARATH Uncharacterized protein OS=Arabidopsis thaliana GN=AXX17_At5g48680 PE=4 SV=1	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	4.4	4.4	4.4	66.373	608	608	0	30.809	By matching	By MS/MS	By matching	By matching	0	4.4	0	0	48683000	0	48683000	0	0	0	48683000	0	0	0	1	0	0	1				1596	2132	True	2613	6850	6324	6324		3713		170
tr|A0A178UDP8|A0A178UDP8_ARATH;tr|Q9LV05|Q9LV05_ARATH	tr|A0A178UDP8|A0A178UDP8_ARATH;tr|Q9LV05|Q9LV05_ARATH	21;20	21;20	21;20	>tr|A0A178UDP8|A0A178UDP8_ARATH Uncharacterized protein OS=Arabidopsis thaliana GN=AXX17_At5g52390 PE=4 SV=1;>tr|Q9LV05|Q9LV05_ARATH Uncharacterized protein OS=Arabidopsis thaliana GN=At5g53440 PE=1 SV=1	2	21	21	21	13	15	11	12	13	15	11	12	13	15	11	12	19.3	19.3	19.3	131.96	1168	1168;1181	0	323.31	By MS/MS	By MS/MS	By MS/MS	By MS/MS	11.1	16.1	11	8.6	3574400000	630200000	1372800000	1234900000	336550000	1151900000	1025300000	1451100000	1172400000	20	16	17	19	72				1597	200;201;558;835;1170;1171;1276;1876;1965;1966;2270;2332;3244;3907;4324;4644;4662;4713;4714;5086;5087	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	246;247;248;249;250;673;1017;1424;1425;1426;1427;1555;2295;2296;2406;2407;2785;2786;2862;3994;4805;5326;5730;5752;5813;5814;6289;6290;6291;6292;6293	620;621;622;623;624;625;626;627;628;629;630;631;632;633;634;1700;1701;2547;2548;2549;3619;3620;3621;3622;3623;3624;3625;3626;3627;3628;3986;3987;3988;5931;5932;5933;5934;5935;5936;6236;6237;6238;7305;7306;7307;7531;10633;12723;12724;12725;12726;14236;14237;15372;15373;15374;15375;15376;15377;15439;15440;15631;15632;15633;15634;15635;16872;16873;16874;16875;16876;16877;16878;16879;16880;16881;16882;16883;16884;16885;16886;16887;16888;16889;16890;16891	557;558;559;560;561;562;563;564;565;566;567;568;569;570;571;572;1559;2325;2326;2327;3303;3304;3305;3306;3307;3308;3309;3310;3311;3312;3619;3620;3621;5438;5439;5440;5441;5442;5729;5730;6731;6732;6929;9736;11652;11653;11654;13030;13031;14050;14051;14052;14053;14054;14114;14115;14116;14308;14309;14310;14311;14312;14313;14314;14315;15436;15437;15438;15439;15440;15441;15442;15443;15444;15445;15446	564;571;1559;2326;3303;3306;3621;5438;5729;5730;6731;6929;9736;11652;13030;14051;14116;14309;14314;15441;15442	421;422	3714;3715;3716;3717;3718;3719;3720;3721;3722;3723;3724;3725;3726;3727;3728;3729;3730;3731;3732;3733;3734;3735;3736;3737;7272;7273;7274	982;1109	20;22;27;184;294;426;486;489;533;536;550;579;584;801;802;811;816;819;820;828;829;975;988;990;992;1104;1141
tr|A0A178UDT9|A0A178UDT9_ARATH	tr|A0A178UDT9|A0A178UDT9_ARATH	1	1	1	>tr|A0A178UDT9|A0A178UDT9_ARATH Uncharacterized protein OS=Arabidopsis thaliana GN=AXX17_At5g51880 PE=4 SV=1	1	1	1	1	1	0	0	1	1	0	0	1	1	0	0	1	6.5	6.5	6.5	23.816	215	215	0.0029252	6.23	By MS/MS	By matching	By matching	By matching	6.5	0	0	6.5	14717000	12794000	0	0	1923100	0	0	0	7306000	1	0	0	0	1				1598	4221	True	5203	13892;13893	12694	12694		7275		201
tr|Q2V2Y5|Q2V2Y5_ARATH;tr|A0A178UDY7|A0A178UDY7_ARATH;tr|Q8L7T9|Q8L7T9_ARATH;tr|A0A178UFT7|A0A178UFT7_ARATH;tr|Q9FFT7|Q9FFT7_ARATH	tr|Q2V2Y5|Q2V2Y5_ARATH;tr|A0A178UDY7|A0A178UDY7_ARATH;tr|Q8L7T9|Q8L7T9_ARATH;tr|A0A178UFT7|A0A178UFT7_ARATH;tr|Q9FFT7|Q9FFT7_ARATH	1;1;1;1;1	1;1;1;1;1	1;1;1;1;1	>tr|Q2V2Y5|Q2V2Y5_ARATH AT hook motif-containing protein OS=Arabidopsis thaliana GN=At5g54930 PE=2 SV=1;>tr|A0A178UDY7|A0A178UDY7_ARATH Uncharacterized protein OS=Arabidopsis thaliana GN=AXX17_At5g54060 PE=4 SV=1;>tr|Q8L7T9|Q8L7T9_ARATH AT hook motif-conta	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5.7	5.7	5.7	31.247	283	283;283;286;286;294	0	20.107	By MS/MS	By MS/MS	By MS/MS	By matching	5.7	5.7	5.7	5.7	565140000	151660000	351570000	47844000	14059000	118410000	463730000	0	69317000	2	2	0	0	4				1599	2694	True	3317	8813;8814;8815;8816;8817;8818;8819;8820	8142;8143;8144;8145;8146	8142		3738		44
tr|Q9FKZ8|Q9FKZ8_ARATH;tr|A0A178UE08|A0A178UE08_ARATH;tr|F4K253|F4K253_ARATH	tr|Q9FKZ8|Q9FKZ8_ARATH;tr|A0A178UE08|A0A178UE08_ARATH;tr|F4K253|F4K253_ARATH	1;1;1	1;1;1	1;1;1	>tr|Q9FKZ8|Q9FKZ8_ARATH Putative uncharacterized protein OS=Arabidopsis thaliana GN=At5g66820 PE=4 SV=1;>tr|A0A178UE08|A0A178UE08_ARATH Uncharacterized protein OS=Arabidopsis thaliana GN=AXX17_At5g66860 PE=4 SV=1;>tr|F4K253|F4K253_ARATH Uncharacterized pro	3	1	1	1	1	1	0	1	1	1	0	1	1	1	0	1	2.9	2.9	2.9	56.626	514	514;514;519	0.0025851	6.4959	By MS/MS	By matching	By matching	By matching	2.9	2.9	0	2.9	7194200	3345800	2775800	0	1072600	0	0	0	4074800	1	0	0	0	1				1600	4353	True	5363	14334;14335;14336	13109	13109		3739;3740		307;310
tr|Q56WW6|Q56WW6_ARATH;tr|F4JXW4|F4JXW4_ARATH;tr|Q9LYE0|Q9LYE0_ARATH;tr|Q94FL9|Q94FL9_ARATH;tr|A0A178UE76|A0A178UE76_ARATH	tr|Q56WW6|Q56WW6_ARATH;tr|F4JXW4|F4JXW4_ARATH;tr|Q9LYE0|Q9LYE0_ARATH;tr|Q94FL9|Q94FL9_ARATH;tr|A0A178UE76|A0A178UE76_ARATH	1;1;1;1;1	1;1;1;1;1	1;1;1;1;1	>tr|Q56WW6|Q56WW6_ARATH Putative c-myb-like transcription factor MYB3R-4 (Fragment) OS=Arabidopsis thaliana GN=At5g11510 PE=2 SV=1;>tr|F4JXW4|F4JXW4_ARATH Putative c-myb-like transcription factor MYB3R-4 OS=Arabidopsis thaliana GN=MYB3R-4 PE=4 SV=1;>tr|Q9L	5	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	2.8	2.8	2.8	52.125	465	465;798;952;961;961	0.003325	6.1846	By MS/MS	By matching	By matching	By matching	2.8	0	0	0	5365100	5365100	0	0	0	8719100	0	0	0	1	0	0	0	1				1601	3193	True	3933	10459	9579	9579		3741		90
tr|A0A178UE86|A0A178UE86_ARATH;tr|Q9FFW1|Q9FFW1_ARATH;tr|Q93YW4|Q93YW4_ARATH	tr|A0A178UE86|A0A178UE86_ARATH;tr|Q9FFW1|Q9FFW1_ARATH;tr|Q93YW4|Q93YW4_ARATH	1;1;1	1;1;1	1;1;1	>tr|A0A178UE86|A0A178UE86_ARATH Uncharacterized protein OS=Arabidopsis thaliana GN=AXX17_At5g35940 PE=4 SV=1;>tr|Q9FFW1|Q9FFW1_ARATH Similarity to unknown protein OS=Arabidopsis thaliana PE=4 SV=1;>tr|Q93YW4|Q93YW4_ARATH Proline-rich spliceosome-associated	3	1	1	1	1	1	0	1	1	1	0	1	1	1	0	1	20.2	20.2	20.2	12.159	114	114;477;532	0	85.964	By MS/MS	By MS/MS	By matching	By MS/MS	20.2	20.2	0	20.2	36392000	13442000	19641000	0	3308200	0	0	0	12568000	1	1	0	1	3				1602	3466	True	4264	11417;11418;11419	10443;10444;10445	10444		3742		30
tr|A0A178UEB6|A0A178UEB6_ARATH;tr|F4K8S9|F4K8S9_ARATH;sp|Q9FFH1|RLT2_ARATH	tr|A0A178UEB6|A0A178UEB6_ARATH;tr|F4K8S9|F4K8S9_ARATH;sp|Q9FFH1|RLT2_ARATH	4;3;3	4;3;3	4;3;3	>tr|A0A178UEB6|A0A178UEB6_ARATH RLT2 OS=Arabidopsis thaliana GN=AXX17_At5g42310 PE=4 SV=1;>tr|F4K8S9|F4K8S9_ARATH Homeodomain-like transcriptional regulator OS=Arabidopsis thaliana GN=At5g44180 PE=1 SV=1;>sp|Q9FFH1|RLT2_ARATH Homeobox-DDT domain protein RL	3	4	4	4	1	2	2	1	1	2	2	1	1	2	2	1	4.4	4.4	4.4	190.55	1696	1696;1507;1694	0	108.85	By MS/MS	By MS/MS	By MS/MS	By MS/MS	1.4	1.4	3.1	1.4	400090000	304750000	67690000	18777000	8873400	0	0	35600000	0	3	3	2	1	9				1603	3051;4241;5249;5865	True;True;True;True	3749;5227;6500;6501;7269	10041;13954;17492;17493;17494;17495;17496;17497;19809	9204;12761;16010;16011;16012;16013;16014;16015;18094	9204;12761;16012;18094	423;424	3743;3744;3745;3746;3747;7276;7277	1;243	5;9;222;225;229;806;808
tr|A0A178UEE4|A0A178UEE4_ARATH	tr|A0A178UEE4|A0A178UEE4_ARATH	1	1	1	>tr|A0A178UEE4|A0A178UEE4_ARATH Uncharacterized protein OS=Arabidopsis thaliana GN=AXX17_At5g25100 PE=4 SV=1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	14.5	14.5	14.5	15.104	131	131	0	133.09	By MS/MS	By MS/MS	By MS/MS	By MS/MS	14.5	14.5	14.5	14.5	19034000	10668000	5624400	0	2741200	0	0	0	10414000	1	1	1	1	4				1604	3565	True	4402;4403;4404	11778;11779;11780;11781;11782	10750;10751;10752;10753	10751		3748;3749;3750		106;118;119
tr|Q8GYW1|Q8GYW1_ARATH;tr|F4KHD5|F4KHD5_ARATH;tr|A0A178UEK3|A0A178UEK3_ARATH;tr|Q9FND5|Q9FND5_ARATH	tr|Q8GYW1|Q8GYW1_ARATH;tr|F4KHD5|F4KHD5_ARATH;tr|A0A178UEK3|A0A178UEK3_ARATH;tr|Q9FND5|Q9FND5_ARATH	1;1;1;1	1;1;1;1	1;1;1;1	>tr|Q8GYW1|Q8GYW1_ARATH Putative uncharacterized protein At5g40450/MPO12_160 OS=Arabidopsis thaliana GN=At5g40450/MPO12_160 PE=2 SV=1;>tr|F4KHD5|F4KHD5_ARATH Uncharacterized protein OS=Arabidopsis thaliana GN=At5g40450 PE=1 SV=1;>tr|A0A178UEK3|A0A178UEK3_A	4	1	1	1	1	1	0	1	1	1	0	1	1	1	0	1	4.6	4.6	4.6	26.92	237	237;2889;2889;2910	0.0017467	6.5981	By matching	By MS/MS	By matching	By MS/MS	4.6	4.6	0	4.6	50640000	13846000	18436000	0	18358000	0	0	0	69740000	0	1	0	1	2				1605	4480	True	5523	14751;14752;14753	13466;13467	13466		3751		150
tr|B3H5R1|B3H5R1_ARATH;tr|A0A178UHE3|A0A178UHE3_ARATH;tr|Q9LUB0|Q9LUB0_ARATH;tr|A0A178UEK6|A0A178UEK6_ARATH;tr|F4K087|F4K087_ARATH;tr|B6EUA7|B6EUA7_ARATH	tr|B3H5R1|B3H5R1_ARATH;tr|A0A178UHE3|A0A178UHE3_ARATH;tr|Q9LUB0|Q9LUB0_ARATH;tr|A0A178UEK6|A0A178UEK6_ARATH;tr|F4K087|F4K087_ARATH;tr|B6EUA7|B6EUA7_ARATH	2;2;2;2;2;1	2;2;2;2;2;1	2;2;2;2;2;1	>tr|B3H5R1|B3H5R1_ARATH Uncharacterized protein OS=Arabidopsis thaliana GN=At5g48240 PE=1 SV=1;>tr|A0A178UHE3|A0A178UHE3_ARATH Uncharacterized protein OS=Arabidopsis thaliana GN=AXX17_At5g46770 PE=4 SV=1;>tr|Q9LUB0|Q9LUB0_ARATH Putative uncharacterized pro	6	2	2	2	1	2	1	1	1	2	1	1	1	2	1	1	11.7	11.7	11.7	34.478	309	309;309;339;344;356;290	0	137.83	By MS/MS	By MS/MS	By MS/MS	By MS/MS	6.8	11.7	6.8	6.8	37713000	0	37713000	0	0	0	25255000	0	0	1	4	1	1	7				1606	832;2453	True;True	1014;3017;3018;3019	2542;8023;8024;8025;8026;8027;8028	2321;7403;7404;7405;7406;7407;7408	2321;7408		3752;3753;3754;3755		64;293;302;306
